SerieKey,Time,Value
44,2002,38.18909321
44,2003,43.18540431
44,2004,35.73805267
44,2005,34.73572254
44,2006,38.36049875
44,2007,41.16722447
44,2008,55.39420359
44,2009,41.91572421
44,2010,40.02912472
44,2011,40.15856404
44,2012,41.30949996
44,2013,40.54887217
44,2014,41.90192887
44,2015,29.67446553
44,2016,26.34457972
44,2017,27.85702262
44,2018,26.95578356
44,2019,26.36116266
44,2020,25.79452265
44,2021,25.28974847
45,1990,0
45,1991,77.833696
45,1992,62.92569334
45,1993,74.02787618
45,1994,98.37605002
45,1995,116.1950932
45,1996,98.14785992
45,1997,69.85506158
45,1998,72.86318397
45,1999,82.01907366
45,2000,62.81327125
45,2001,48.85478839
45,2002,45.33845096
45,2003,31.53288933
45,2004,23.4977074
45,2005,1.977640842
45,2006,-10.74141956
45,2007,-20.73627452
45,2008,-30.36830811
45,2009,-33.13905776
45,2010,-29.51028132
45,2011,-27.55816397
45,2012,-25.26647448
45,2013,-25.68274875
45,2014,-17.6655411
45,2015,-3.284613761
45,2016,8.869538226
45,2017,17.13432257
45,2018,23.87796675
45,2019,29.12120983
45,2020,32.65133472
45,2021,34.53208509
46,1990,4.808802309
46,1991,5.61050976
46,1992,2.900900097
46,1993,-3.646560042
46,1994,0.897808256
46,1995,2.558815755
46,1996,6.891284047
46,1997,5.868174951
46,1998,-1.331394588
46,1999,1.054430957
46,2000,12.66576937
46,2001,5.79621963
46,2002,2.754687362
46,2003,5.72836662
46,2004,5.154965767
46,2005,13.39806929
46,2006,13.76508764
46,2007,6.048042286
46,2008,8.832997008
46,2009,-5.952653453
46,2010,-0.832193372
46,2011,-1.672338064
46,2012,-5.305858441
46,2013,-0.450480059
46,2014,-7.437931507
46,2015,-16.72111564
46,2016,-13.27245518
46,2017,-9.33154903
46,2018,-7.627970243
46,2019,-6.228591353
46,2020,-4.67067854
46,2021,-3.075496808
47,2001,-2.163936034
47,2002,-2.429867043
47,2003,-0.225939888
47,2004,0.275827845
47,2005,0.363166474
47,2006,1.326481804
47,2007,-0.282445915
47,2008,-9.190564577
47,2009,-8.50246037
47,2010,-1.658049536
47,2011,3.668880853
47,2012,1.289565625
47,2013,-1.836593422
47,2014,-0.676165471
47,2015,-1.754527681
47,2016,-3.046317249
47,2017,-5.640014963
47,2018,-5.150154243
47,2019,-4.541883066
47,2020,-4.093441432
47,2021,-2.766734044
48,1994,-6.407394634
48,1995,-4.783016215
48,1996,-2.446907139
48,1997,-1.494214531
48,1998,-4.245022226
48,1999,-4.686470322
48,2000,2.69818122
48,2001,3.393309422
48,2002,-5.181738645
48,2003,-0.221337537
48,2004,1.693712109
48,2005,2.598016784
48,2006,-2.706473215
48,2007,0.919975668
48,2008,21.73696425
48,2009,8.48285274
48,2010,14.42697289
48,2011,11.96171415
48,2012,4.527166472
48,2013,1.192472423
48,2014,3.340725085
48,2015,-6.506341297
48,2016,-9.181877926
48,2017,-3.24169925
48,2018,0.204314695
48,2019,6.889343278
48,2020,8.453554296
48,2021,8.037082987
49,1996,18.36463645
49,1997,6.663063251
49,1998,0.277751832
49,1999,-3.983377862
49,2000,8.225708784
49,2001,8.867178151
49,2002,-0.254669797
49,2003,-4.085875773
49,2004,3.722247925
49,2005,11.36377988
49,2006,13.39914352
49,2007,5.812808702
49,2008,-2.512597601
49,2009,-5.63275728
49,2010,4.630869298
49,2011,9.644594757
49,2012,5.542620464
49,2013,0.489536696
49,2014,-5.37517387
49,2015,-2.873850219
49,2016,-3.052094407
49,2017,-2.489137196
49,2018,-0.973554079
49,2019,-0.173043548
49,2020,0.409428287
49,2021,0.772103379
